,average,yearpublished,minplayers,maxplayers,NEW_CAT_Family_Game,NEW_CAT_Heavy_Game,NEW_CAT_Party_Game,NEW_CAT_Strategy_Game
18643,6.8122,2011,6.0,22.0,0,0,1,0
18644,4.4439,1910,2.0,12.0,0,0,1,0
18645,3.97737,2001,2.0,4.0,1,0,0,0
18646,6.11707,2012,2.0,2.0,0,0,0,1
18647,6.44756,2013,2.0,8.0,0,0,1,0
18648,5.30488,1996,2.0,2.0,0,0,0,1
18649,6.18293,1910,4.0,4.0,0,0,0,1
18650,5.78171,2010,2.0,5.0,0,0,0,0
18651,6.93537,2009,2.0,2.0,0,0,0,1
18652,4.62195,1994,2.0,2.0,0,0,0,1
18653,7.01488,2016,3.0,5.0,1,0,0,0
18654,5.19512,2003,2.0,5.0,1,0,0,0
18655,6.40488,1986,4.0,14.0,0,0,1,0
18656,6.73902,1998,2.0,2.0,0,0,0,1
18657,7.72829,2021,1.0,4.0,0,0,0,0
18658,6.14659,2017,2.0,5.0,1,0,0,0
18659,9.04878,2021,2.0,2.0,0,0,0,1
18660,7.71951,2018,1.0,5.0,0,0,0,1
18661,4.90976,2015,2.0,4.0,0,0,0,0
18662,5.92073,2013,3.0,4.0,1,0,0,0
18663,5.95854,2000,3.0,4.0,1,0,0,0
18664,8.76829,2021,1.0,4.0,0,1,0,0
18665,5.69512,1983,1.0,4.0,0,0,0,0
18666,5.7178,1994,2.0,6.0,0,0,0,1
18667,6.26463,2018,2.0,4.0,1,0,0,0
18668,5.78024,1994,1.0,2.0,0,0,0,0
18669,4.4878,2007,2.0,4.0,0,0,0,0
18670,5.50732,2019,2.0,6.0,0,0,1,0
18671,6.30854,2014,2.0,2.0,1,0,0,0
18672,7.23171,2005,2.0,10.0,0,0,0,1
18673,7.99024,2008,1.0,8.0,0,1,0,0
18674,4.95976,1980,2.0,4.0,1,0,0,0
18675,5.7626,2010,2.0,6.0,0,0,1,0
18676,5.97561,2009,2.0,6.0,0,0,1,0
18677,6.44146,2006,2.0,12.0,0,0,1,0
18678,5.91463,1997,2.0,2.0,0,0,0,1
18679,5.93171,2013,2.0,5.0,1,0,0,0
18680,5.82927,2018,2.0,5.0,1,0,0,0
18681,5.83049,1982,2.0,2.0,0,0,0,1
18682,5.08049,2003,3.0,6.0,0,0,1,0
18683,5.45854,2001,2.0,10.0,0,0,1,0
18684,7.17195,2017,2.0,5.0,1,0,0,0
18685,7.80488,2010,2.0,20.0,0,0,0,1
18686,5.795,1996,2.0,8.0,0,0,0,1
18687,5.96098,2005,3.0,6.0,0,0,1,0
18688,6.40244,2013,1.0,1.0,1,0,0,0
18689,6.89,2016,2.0,4.0,1,0,0,0
18690,6.75122,2011,2.0,2.0,1,0,0,0
18691,6.87927,1979,2.0,2.0,0,0,0,1
18692,6.81707,2011,2.0,4.0,1,0,0,0
18693,5.99268,2011,2.0,4.0,1,0,0,0
18694,4.89512,1910,2.0,6.0,0,0,1,0
18695,6.17683,1975,2.0,2.0,0,0,0,1
18696,4.71976,2008,2.0,4.0,1,0,0,0
18697,6.70244,1930,2.0,2.0,0,0,0,1
18698,6.33171,2014,2.0,6.0,0,0,1,0
18699,6.17561,1985,2.0,6.0,0,0,0,1
18700,6.67073,1992,6.0,12.0,0,0,1,0
18701,5.42683,1978,1.0,10.0,0,0,1,0
18702,4.74634,1985,1.0,2.0,0,0,0,1
18703,6.11732,2014,5.0,10.0,0,0,0,1
18704,7.77907,2021,1.0,6.0,0,1,0,0
18705,5.40488,2008,2.0,4.0,0,0,0,0
18706,5.7422,1999,2.0,6.0,0,0,1,0
18707,2.783,2005,2.0,4.0,1,0,0,0
18708,8.02439,2014,1.0,2.0,0,0,0,1
18709,6.15366,1992,2.0,2.0,0,0,0,1
18710,5.70732,2016,2.0,6.0,0,0,1,0
18711,7.51951,2020,1.0,1.0,1,0,0,0
18712,7.33293,1981,2.0,4.0,0,0,0,1
18713,5.7439,1985,2.0,6.0,0,0,1,0
18714,4.86585,1999,2.0,4.0,1,0,0,0
18715,5.39024,2014,2.0,7.0,0,0,1,0
18716,5.77317,1981,2.0,6.0,0,0,1,0
18717,5.57317,2016,2.0,4.0,1,0,0,0
18718,7.21707,1970,2.0,2.0,0,0,0,1
18719,6.7561,2018,1.0,4.0,0,0,0,0
18720,6.63317,2019,2.0,4.0,0,0,0,0
18721,4.58537,1977,2.0,3.0,0,0,0,1
18722,6.87561,2013,2.0,6.0,0,0,1,0
18723,6.87317,2020,1.0,2.0,1,0,0,0
18724,4.62195,1978,2.0,2.0,1,0,0,0
18725,6.39634,2013,2.0,4.0,1,0,0,0
18726,6.39634,2011,2.0,6.0,0,0,1,0
18727,7.70488,2018,2.0,2.0,1,0,0,0
18728,5.92439,1983,2.0,2.0,0,0,0,0
18729,6.65244,1993,1.0,4.0,0,0,0,0
18730,7.52439,2006,2.0,6.0,0,0,0,1
18731,7.20244,2014,2.0,6.0,0,0,1,0
18732,6.0122,1996,2.0,2.0,0,0,0,1
18733,8.26829,2021,1.0,6.0,0,0,1,0
18734,8.31707,2005,4.0,12.0,0,0,1,0
18735,4.60056,2003,3.0,6.0,0,0,1,0
18736,6.2086,2013,3.0,10.0,0,0,1,0
18737,5.42483,2011,2.0,6.0,0,0,1,0
18738,8.32927,2021,1.0,2.0,0,0,0,1
18739,8.22927,2018,1.0,4.0,0,0,0,1
18740,5.62195,2014,3.0,7.0,0,0,1,0
18741,5.17073,2000,2.0,4.0,0,0,0,0
18742,9.09756,2020,2.0,2.0,1,0,0,0
18743,6.82683,2009,2.0,3.0,1,0,0,0
18744,5.51829,1983,2.0,2.0,1,0,0,0
18745,6.14634,2004,1.0,4.0,1,0,0,0
18746,4.92683,1980,2.0,2.0,0,0,0,0
18747,7.68425,2015,2.0,2.0,0,0,0,1
18748,8.455,2017,2.0,8.0,0,0,1,0
18749,6.1725,1985,1.0,2.0,1,0,0,0
18750,7.15375,2013,2.0,4.0,0,0,0,1
18751,7.1875,1976,2.0,2.0,0,1,0,0
18752,6.4525,1998,2.0,6.0,0,0,0,1
18753,6.855,2021,2.0,4.0,1,0,0,0
18754,5.5875,1995,2.0,2.0,1,0,0,0
18755,6.14467,2021,2.0,6.0,0,0,1,0
18756,6.17,2014,2.0,4.0,1,0,0,0
18757,6.0375,2016,2.0,3.0,0,0,0,0
18758,8.17375,2008,1.0,2.0,0,0,0,1
18759,7.8075,2007,2.0,2.0,0,1,0,0
18760,6.4625,1963,3.0,6.0,0,0,0,1
18761,7.69,2010,2.0,2.0,0,0,0,1
18762,5.1375,1995,2.0,4.0,1,0,0,0
18763,6.36375,2015,2.0,2.0,1,0,0,0
18764,5.03125,1984,2.0,2.0,0,0,0,1
18765,6.8,2014,2.0,4.0,1,0,0,0
18766,7.13415,2012,2.0,4.0,0,0,0,1
18767,6.35,2008,2.0,2.0,0,0,0,1
18768,5.42375,2016,3.0,6.0,0,0,1,0
18769,6.56875,2015,1.0,1.0,1,0,0,0
18770,4.77375,2004,3.0,4.0,0,0,0,0
18771,5.642,2017,2.0,5.0,1,0,0,0
18772,5.78462,2004,2.0,6.0,0,0,1,0
18773,8.06,2012,2.0,3.0,1,0,0,0
18774,5.6675,2001,2.0,4.0,1,0,0,0
18775,6.60475,2011,2.0,2.0,0,0,0,1
18776,5.8925,1997,3.0,4.0,1,0,0,0
18777,5.2,1967,2.0,6.0,0,0,1,0
18778,6.25625,2001,2.0,2.0,0,0,0,1
18779,6.975,2016,2.0,2.0,0,0,0,1
18780,5.40625,2004,2.0,4.0,1,0,0,0
18781,5.18125,2016,2.0,4.0,0,0,0,0
18782,4.975,1988,2.0,4.0,0,0,0,0
18783,5.28,1993,2.0,4.0,0,0,0,0
18784,5.0875,2011,3.0,8.0,0,0,1,0
18785,6.21,2016,1.0,2.0,0,0,0,0
18786,5.34375,2004,2.0,6.0,0,0,1,0
18787,7.65875,1910,2.0,2.0,0,0,0,1
18788,5.2195,2003,2.0,12.0,0,0,1,0
18789,6.4475,1997,2.0,2.0,0,0,0,1
18790,8.3225,2020,2.0,6.0,0,0,1,0
18791,6.05,2013,2.0,5.0,0,0,0,1
18792,5.8125,2005,2.0,4.0,0,0,0,1
18793,6.3835,2017,2.0,4.0,0,0,0,1
18794,7.06175,2010,2.0,4.0,0,0,0,1
18795,5.863,2017,2.0,6.0,0,0,1,0
18796,5.5375,2007,1.0,6.0,0,0,1,0
18797,9.25,2020,1.0,7.0,0,0,1,0
18798,6.415,2017,3.0,7.0,0,0,1,0
18799,8.54883,2021,2.0,4.0,0,0,0,1
18800,5.8995,1969,2.0,4.0,0,0,0,1
18801,7.875,2016,2.0,2.0,1,0,0,0
18802,6.9325,2021,2.0,4.0,0,0,0,1
18803,6.1175,2014,2.0,6.0,0,0,1,0
18804,5.09,1998,2.0,4.0,0,0,0,1
18805,6.3625,2020,1.0,6.0,0,0,1,0
18806,7.7695,1982,2.0,2.0,0,0,0,1
18807,6.03125,2002,2.0,4.0,1,0,0,0
18808,6.65,1979,2.0,2.0,0,0,0,1
18809,6.75,2017,2.0,2.0,0,0,0,1
18810,5.0625,1982,2.0,2.0,0,0,0,1
18811,7.09275,2011,1.0,2.0,1,0,0,0
18812,6.38,2006,2.0,2.0,0,0,0,1
18813,6.19,1910,2.0,2.0,0,0,0,1
18814,8.04,2020,2.0,6.0,0,0,1,0
18815,5.025,2009,4.0,4.0,1,0,0,0
18816,6.7975,1993,2.0,2.0,1,0,0,0
18817,4.7375,2008,3.0,4.0,1,0,0,0
18818,7.00844,2018,2.0,5.0,1,0,0,0
18819,6.675,2010,2.0,4.0,0,0,0,1
18820,5.6125,2005,4.0,8.0,0,0,1,0
18821,4.85,1998,2.0,4.0,0,0,0,0
18822,6.8625,2003,2.0,8.0,0,0,0,1
18823,7.88375,2019,2.0,2.0,1,0,0,0
18824,5.3265,2017,3.0,6.0,0,0,1,0
18825,6.325,2009,2.0,2.0,0,0,0,1
18826,6.52,1988,3.0,5.0,0,0,0,1
18827,6.7485,2001,2.0,8.0,0,0,0,1
18828,5.0,2005,2.0,6.0,0,0,1,0
18829,5.79425,1995,2.0,2.0,0,0,0,1
18830,6.8375,2014,2.0,2.0,1,0,0,0
18831,6.6375,1977,2.0,2.0,0,0,0,1
18832,7.7775,2012,2.0,2.0,1,0,0,0
18833,6.285,2008,2.0,4.0,1,0,0,0
18834,6.94,2019,3.0,7.0,0,0,0,1
18835,6.95625,1970,2.0,6.0,0,0,1,0
18836,6.77225,2015,3.0,5.0,1,0,0,0
18837,6.90625,2014,2.0,2.0,1,0,0,0
18838,5.27975,2021,2.0,6.0,0,0,1,0
18839,7.55,2015,2.0,2.0,1,0,0,0
18840,5.55,2005,4.0,10.0,0,0,1,0
18841,5.90096,2002,2.0,2.0,1,0,0,0
18842,6.33625,2007,2.0,6.0,0,0,1,0
18843,4.2575,2015,2.0,4.0,0,0,0,0
18844,6.6975,1987,2.0,4.0,0,0,0,1
18845,6.3975,2011,2.0,6.0,0,0,1,0
18846,2.33375,2013,2.0,4.0,1,0,0,0
18847,5.2825,1910,3.0,16.0,0,0,1,0
18848,7.0175,2016,2.0,4.0,1,0,0,0
18849,5.2425,2016,3.0,8.0,0,0,1,0
18850,6.84425,2016,3.0,5.0,0,0,0,1
18851,7.73867,2019,2.0,5.0,1,0,0,0
18852,6.45,2011,1.0,1.0,1,0,0,0
18853,4.65385,1995,2.0,6.0,0,0,1,0
18854,4.9,1998,2.0,3.0,1,0,0,0
18855,6.695,1990,2.0,2.0,0,0,0,1
18856,9.0,2021,4.0,8.0,0,0,0,1
18857,5.88875,1996,3.0,5.0,1,0,0,0
18858,6.2125,1989,2.0,4.0,1,0,0,0
18859,3.54,2012,2.0,6.0,0,0,1,0
18860,6.02,2012,2.0,8.0,0,0,1,0
18861,5.74,1994,2.0,2.0,0,0,0,1
18862,7.725,2008,2.0,2.0,0,0,0,1
18863,6.89,1997,1.0,6.0,0,0,1,0
18864,6.8275,2018,2.0,6.0,0,0,1,0
18865,6.34317,2021,2.0,2.0,1,0,0,0
18866,6.365,1997,2.0,4.0,0,0,0,1
18867,6.35,2014,2.0,6.0,0,0,1,0
18868,3.81,1935,2.0,4.0,1,0,0,0
18869,5.905,2015,2.0,5.0,1,0,0,0
18870,7.365,2017,2.0,6.0,0,0,1,0
18871,6.77625,2008,2.0,2.0,1,0,0,0
18872,5.85104,2001,2.0,4.0,1,0,0,0
18873,5.645,2016,3.0,5.0,0,0,0,0
18874,6.7375,2019,3.0,5.0,1,0,0,0
18875,4.0825,2011,2.0,5.0,1,0,0,0
18876,5.55575,1910,2.0,8.0,0,0,1,0
18877,6.825,2008,2.0,1.0,1,0,0,0
18878,6.4825,2017,1.0,4.0,0,0,0,0
18879,7.7695,2005,2.0,10.0,0,0,0,1
18880,6.7625,2014,1.0,1.0,0,0,0,1
18881,7.27,2019,2.0,4.0,1,0,0,0
18882,5.725,2005,2.0,2.0,1,0,0,0
18883,7.085,2011,2.0,3.0,0,0,0,1
18884,5.9575,1990,2.0,6.0,0,0,1,0
18885,6.85,2016,2.0,4.0,0,1,0,0
18886,5.7755,2019,2.0,4.0,0,0,0,0
18887,6.275,1998,2.0,6.0,0,0,0,1
18888,7.01625,2008,2.0,2.0,0,0,0,1
18889,4.7375,1988,2.0,4.0,0,0,0,0
18890,5.675,1991,2.0,2.0,0,0,0,1
18891,5.7925,2012,3.0,6.0,0,0,1,0
18892,6.29967,2013,2.0,2.0,1,0,0,0
18893,5.85,2000,2.0,4.0,1,0,0,0
18894,5.375,2002,2.0,6.0,0,0,1,0
18895,5.9875,2019,3.0,6.0,0,0,1,0
18896,4.14,1988,2.0,12.0,0,0,1,0
18897,5.2675,1976,2.0,4.0,1,0,0,0
18898,6.795,2017,4.0,8.0,0,0,1,0
18899,5.895,2002,2.0,2.0,1,0,0,0
18900,6.02,2001,2.0,4.0,0,0,0,0
18901,5.0125,2013,2.0,2.0,1,0,0,0
18902,4.5675,1980,2.0,4.0,0,0,0,0
18903,5.725,2006,3.0,5.0,1,0,0,0
18904,5.16,2011,3.0,9.0,0,0,1,0
18905,5.9275,2011,1.0,4.0,0,0,0,0
18906,6.77975,2017,1.0,4.0,1,0,0,0
18907,4.46,2007,2.0,2.0,0,0,0,1
18908,7.07,1965,4.0,4.0,1,0,0,0
18909,6.54,2019,2.0,2.0,1,0,0,0
18910,5.82,1984,2.0,4.0,0,0,0,1
18911,5.8075,1986,2.0,2.0,0,0,0,1
18912,4.1995,2015,2.0,4.0,1,0,0,0
18913,6.645,2009,2.0,2.0,0,0,0,1
18914,6.07561,2004,2.0,6.0,0,0,1,0
18915,4.44165,1955,1.0,2.0,1,0,0,0
18916,6.685,2019,2.0,4.0,0,0,0,0
18917,7.585,2004,2.0,2.0,0,0,0,1
18918,5.8315,2012,3.0,9.0,0,0,1,0
18919,6.36125,2017,2.0,5.0,0,0,0,0
18920,7.8675,2017,1.0,4.0,0,1,0,0
18921,4.225,1984,2.0,4.0,0,0,0,0
18922,6.5925,2019,2.0,4.0,1,0,0,0
18923,7.3875,1997,2.0,6.0,0,0,1,0
18924,6.31,2001,1.0,2.0,0,0,0,1
18925,5.67,1994,2.0,2.0,0,0,0,0
18926,6.7275,1910,2.0,2.0,0,0,0,1
18927,6.1625,2015,2.0,4.0,1,0,0,0
18928,5.1625,2018,3.0,4.0,1,0,0,0
18929,6.18875,2013,1.0,2.0,0,0,0,1
18930,1.4375,2011,2.0,2.0,0,0,0,1
18931,6.16825,1982,2.0,4.0,1,0,0,0
18932,7.69625,2020,2.0,4.0,1,0,0,0
18933,7.1525,1983,2.0,2.0,0,0,0,1
18934,5.41,2015,2.0,6.0,0,0,1,0
18935,7.4225,2019,2.0,4.0,0,0,0,1
18936,5.575,1973,2.0,4.0,1,0,0,0
18937,5.7,1996,2.0,2.0,0,0,0,1
18938,5.54225,2015,1.0,6.0,0,0,1,0
18939,6.7,1998,1.0,2.0,0,0,0,1
18940,6.225,2006,2.0,4.0,1,0,0,0
18941,7.2125,2005,2.0,2.0,0,0,0,1
18942,7.6775,2015,2.0,2.0,0,0,0,1
18943,7.725,2014,2.0,6.0,0,0,0,1
18944,5.69,2003,2.0,3.0,1,0,0,0
18945,4.98475,2009,3.0,8.0,0,0,1,0
18946,5.3561,1997,1.0,3.0,1,0,0,0
18947,6.0675,2015,3.0,5.0,1,0,0,0
18948,6.241,2016,2.0,4.0,0,0,0,0
18949,6.8525,2021,2.0,6.0,0,0,1,0
18950,4.315,2001,2.0,4.0,0,0,0,0
18951,5.7975,2017,4.0,20.0,0,0,1,0
18952,5.74875,2004,2.0,4.0,0,0,0,0
18953,7.8175,2018,2.0,2.0,0,0,0,1
18954,3.885,1935,1.0,4.0,0,0,0,0
18955,5.20625,2009,2.0,4.0,0,0,0,0
18956,5.04,2011,2.0,4.0,1,0,0,0
18957,6.35825,2015,2.0,4.0,0,0,0,1
18958,6.4075,2017,2.0,4.0,1,0,0,0
18959,5.68,2014,2.0,2.0,0,0,0,0
18960,6.10769,1991,2.0,2.0,1,0,0,0
18961,4.71538,1999,2.0,5.0,1,0,0,0
18962,7.13718,2000,2.0,16.0,0,0,1,0
18963,7.43077,2007,2.0,2.0,0,0,0,1
18964,6.87179,2008,1.0,4.0,1,0,0,0
18965,7.64103,2004,2.0,2.0,0,0,0,1
18966,7.23205,2013,1.0,3.0,1,0,0,0
18967,4.81282,2000,2.0,8.0,0,0,1,0
18968,5.34256,2006,2.0,5.0,1,0,0,0
18969,5.64145,1997,2.0,4.0,1,0,0,0
18970,7.21282,2016,2.0,5.0,1,0,0,0
18971,5.26923,2015,2.0,4.0,0,0,0,0
18972,6.56513,2018,2.0,5.0,1,0,0,0
18973,6.9959,2014,2.0,2.0,1,0,0,0
18974,7.53846,2016,2.0,2.0,0,0,0,1
18975,7.15897,2020,2.0,2.0,0,0,0,1
18976,7.60128,2016,2.0,6.0,0,0,1,0
18977,6.09615,2021,2.0,2.0,1,0,0,0
18978,5.18718,1996,2.0,6.0,0,0,1,0
18979,4.69231,2012,2.0,8.0,0,0,1,0
18980,7.80769,2013,2.0,4.0,0,0,0,0
18981,6.48718,1993,1.0,2.0,0,0,0,1
18982,6.8,1972,2.0,2.0,0,0,0,1
18983,5.37692,2005,2.0,4.0,0,0,0,0
18984,6.76026,2016,4.0,6.0,0,0,1,0
18985,5.84641,2015,2.0,4.0,1,0,0,0
18986,6.42682,1986,2.0,6.0,0,0,1,0
18987,6.11,2020,2.0,4.0,1,0,0,0
18988,5.94256,2012,2.0,4.0,1,0,0,0
18989,6.8559,2018,2.0,6.0,0,0,1,0
18990,4.05641,1976,2.0,4.0,1,0,0,0
18991,6.71214,2020,2.0,6.0,0,0,1,0
18992,6.61051,1973,2.0,8.0,0,0,1,0
18993,5.25744,2012,2.0,6.0,0,0,1,0
18994,8.24103,1980,2.0,8.0,0,1,0,0
18995,7.54359,2019,1.0,1.0,0,0,0,1
18996,6.2641,2013,2.0,6.0,0,0,1,0
18997,6.22564,2017,3.0,5.0,1,0,0,0
18998,5.42897,1985,1.0,3.0,1,0,0,0
18999,6.44615,2002,2.0,6.0,0,0,1,0
19000,5.66667,1987,3.0,4.0,1,0,0,0
19001,7.14744,2020,1.0,4.0,0,0,0,0
19002,4.78205,2003,2.0,21.0,0,0,1,0
19003,6.05897,2014,3.0,5.0,1,0,0,0
19004,7.15385,2021,1.0,5.0,1,0,0,0
19005,6.13333,2004,2.0,5.0,0,0,0,1
19006,6.5359,2009,2.0,7.0,0,0,1,0
19007,5.58034,1910,4.0,16.0,0,0,1,0
19008,5.82821,2008,3.0,6.0,0,0,1,0
19009,6.58462,2013,2.0,2.0,1,0,0,0
19010,7.20154,2014,3.0,4.0,1,0,0,0
19011,6.10256,2012,2.0,8.0,0,0,1,0
19012,4.45513,1991,2.0,4.0,1,0,0,0
19013,6.33333,2002,2.0,6.0,0,0,0,1
19014,5.22564,2005,2.0,6.0,0,0,0,1
19015,6.64103,1987,2.0,2.0,1,0,0,0
19016,6.28947,2017,2.0,6.0,0,0,1,0
19017,8.66564,2018,2.0,2.0,1,0,0,0
19018,4.99641,1996,3.0,7.0,0,0,1,0
19019,7.26282,2020,2.0,2.0,1,0,0,0
19020,5.1859,1981,2.0,6.0,0,0,0,1
19021,6.30769,1990,2.0,2.0,0,0,0,1
19022,7.2859,2011,2.0,6.0,0,0,0,1
19023,7.35058,2021,1.0,4.0,1,0,0,0
19024,8.10254,2017,2.0,10.0,0,0,0,1
19025,5.92308,1996,2.0,2.0,0,0,0,1
19026,6.04231,1980,2.0,2.0,0,0,0,1
19027,7.36282,2021,1.0,4.0,1,0,0,0
19028,6.70513,2020,2.0,5.0,0,0,0,0
19029,6.23333,2010,2.0,2.0,0,0,0,1
19030,6.14872,2016,2.0,6.0,0,0,1,0
19031,4.66667,1982,2.0,4.0,0,0,0,0
19032,5.55538,2016,2.0,4.0,0,0,0,0
19033,6.76026,2017,2.0,3.0,1,0,0,0
19034,5.39744,2014,2.0,6.0,0,0,1,0
19035,8.0,1971,1.0,2.0,0,0,0,1
19036,6.63846,2007,1.0,2.0,0,0,0,1
19037,6.86,2017,2.0,8.0,0,0,1,0
19038,5.58786,2013,2.0,4.0,0,0,0,0
19039,6.22051,2006,2.0,4.0,1,0,0,0
19040,6.20846,2015,2.0,6.0,0,0,1,0
19041,6.51795,2014,2.0,2.0,0,0,0,0
19042,6.24615,2019,2.0,4.0,0,0,0,0
19043,8.73333,2021,1.0,5.0,0,1,0,0
19044,6.83333,1994,1.0,2.0,0,0,0,1
19045,8.01282,2004,2.0,10.0,0,0,0,1
19046,5.90513,2004,2.0,4.0,0,0,0,0
19047,6.2506,2021,2.0,6.0,0,0,1,0
19048,7.71795,2002,2.0,4.0,0,0,0,1
19049,4.15,2017,2.0,6.0,0,0,1,0
19050,3.67949,1957,1.0,4.0,0,0,0,0
19051,6.03333,2016,3.0,7.0,0,0,1,0
19052,7.03846,1997,2.0,6.0,0,1,0,0
19053,6.04554,2010,2.0,2.0,1,0,0,0
19054,7.41538,2000,1.0,2.0,0,0,0,1
19055,5.39744,2016,2.0,4.0,0,0,0,0
19056,5.55897,2006,2.0,2.0,0,0,0,1
19057,8.39103,2020,2.0,4.0,0,0,0,1
19058,5.21795,1976,2.0,4.0,0,0,0,0
19059,6.25256,2019,4.0,4.0,0,0,0,0
19060,5.21795,2010,2.0,12.0,0,0,1,0
19061,6.60256,2019,2.0,4.0,0,0,0,0
19062,6.08974,2017,2.0,4.0,0,0,0,1
19063,5.81359,2007,2.0,2.0,1,0,0,0
19064,6.31538,2015,2.0,4.0,1,0,0,0
19065,7.13846,2013,2.0,2.0,0,0,0,1
19066,7.41282,2019,1.0,5.0,0,1,0,0
19067,6.5359,2001,2.0,2.0,0,0,0,1
19068,6.1175,2010,4.0,4.0,1,0,0,0
19069,6.78974,2008,2.0,2.0,1,0,0,0
19070,5.49474,1982,3.0,8.0,0,0,0,1
19071,7.4718,2014,2.0,4.0,0,0,0,1
19072,7.12051,1997,2.0,4.0,1,0,0,0
19073,5.2,2010,2.0,2.0,1,0,0,0
19074,7.12231,2014,4.0,8.0,0,0,1,0
19075,5.41795,1991,2.0,2.0,0,0,0,1
19076,6.80256,2018,2.0,4.0,0,0,0,0
19077,5.41026,2011,2.0,5.0,1,0,0,0
19078,6.0959,2015,2.0,5.0,1,0,0,0
19079,6.45385,1980,2.0,2.0,1,0,0,0
19080,5.84487,2014,1.0,6.0,0,0,1,0
19081,5.60897,2001,2.0,5.0,1,0,0,0
19082,4.99487,2003,2.0,6.0,0,0,1,0
19083,6.35692,2016,2.0,2.0,1,0,0,0
19084,7.96182,2019,2.0,4.0,1,0,0,0
19085,5.21154,2007,2.0,8.0,0,0,1,0
19086,6.46154,2015,2.0,4.0,1,0,0,0
19087,5.26154,1989,3.0,6.0,0,0,0,1
19088,5.75051,2000,2.0,6.0,0,0,1,0
19089,5.21564,1991,2.0,2.0,1,0,0,0
19090,5.55128,1999,2.0,2.0,0,0,0,1
19091,6.41538,1991,1.0,8.0,0,0,1,0
19092,6.66667,2015,2.0,6.0,0,0,1,0
19093,4.95692,1910,2.0,2.0,1,0,0,0
19094,5.36675,2014,2.0,12.0,0,0,1,0
19095,6.2,1998,1.0,5.0,1,0,0,0
19096,5.84051,2017,2.0,8.0,0,0,1,0
19097,6.98974,2018,2.0,4.0,0,0,0,0
19098,5.9641,1983,2.0,2.0,1,0,0,0
19099,7.2141,2020,1.0,1.0,1,0,0,0
19100,5.43077,2014,2.0,4.0,1,0,0,0
19101,8.47692,2018,2.0,4.0,0,0,0,1
19102,6.5,2016,2.0,2.0,0,0,0,0
19103,6.65275,2016,4.0,4.0,1,0,0,0
19104,7.35256,2016,1.0,4.0,1,0,0,0
19105,5.19872,2016,3.0,6.0,0,0,1,0
19106,7.18128,1987,2.0,22.0,0,1,0,0
19107,6.77436,2020,2.0,5.0,1,0,0,0
19108,5.02564,2005,1.0,8.0,0,0,1,0
19109,4.56579,1995,2.0,2.0,1,0,0,0
19110,6.13333,2008,2.0,4.0,0,0,0,1
19111,5.47949,2011,2.0,8.0,0,0,1,0
19112,6.26923,1998,3.0,5.0,0,0,0,1
19113,6.54231,2015,2.0,10.0,0,0,1,0
19114,5.25308,1992,2.0,4.0,0,0,0,0
19115,6.29897,2012,2.0,2.0,1,0,0,0
19116,6.0641,1983,2.0,2.0,0,0,0,1
19117,6.60769,2015,3.0,5.0,0,0,0,1
19118,6.07179,2019,2.0,8.0,0,0,1,0
19119,6.73351,1975,3.0,7.0,0,0,1,0
19120,5.74359,2015,2.0,5.0,0,0,0,1
19121,6.62949,2017,2.0,6.0,0,0,1,0
19122,7.32436,2017,2.0,16.0,0,0,1,0
19123,6.95,1994,1.0,2.0,0,0,0,1
19124,5.35897,2014,1.0,4.0,1,0,0,0
19125,4.9359,1995,2.0,4.0,1,0,0,0
19126,7.6859,2011,2.0,2.0,1,0,0,0
19127,6.89231,2017,2.0,6.0,0,0,0,1
19128,4.69256,1998,2.0,6.0,0,0,0,1
19129,6.51746,2014,1.0,2.0,1,0,0,0
19130,6.20513,1910,8.0,22.0,0,0,1,0
19131,5.72564,2015,3.0,6.0,0,0,1,0
19132,4.47436,2002,2.0,4.0,1,0,0,0
19133,6.15385,2011,3.0,8.0,0,0,0,1
19134,6.43718,2010,1.0,2.0,0,0,0,1
19135,4.94872,1983,2.0,2.0,0,0,0,0
19136,5.87179,2016,2.0,5.0,1,0,0,0
19137,5.57692,2017,3.0,22.0,0,0,1,0
19138,7.20769,2008,2.0,2.0,0,0,0,1
19139,5.61564,2015,2.0,6.0,0,0,1,0
19140,7.11538,2011,2.0,4.0,0,0,0,1
19141,5.16923,2008,1.0,8.0,0,0,1,0
19142,5.66026,2012,2.0,5.0,0,0,0,0
19143,5.44359,2013,1.0,1.0,1,0,0,0
19144,5.77579,1910,2.0,2.0,1,0,0,0
19145,7.08462,2017,2.0,6.0,0,0,1,0
19146,6.26923,1980,2.0,2.0,0,0,0,1
19147,8.23769,2009,2.0,2.0,0,0,0,1
19148,7.06154,2017,2.0,6.0,0,0,0,1
19149,5.3315,2021,2.0,4.0,1,0,0,0
19150,6.74167,2009,3.0,8.0,0,0,1,0
19151,7.05641,1910,2.0,4.0,1,0,0,0
19152,5.62184,1986,1.0,6.0,0,0,1,0
19153,4.79487,1984,2.0,2.0,0,0,0,1
19154,5.14154,2001,3.0,6.0,0,0,1,0
19155,6.22821,2020,3.0,8.0,0,0,1,0
19156,6.87513,2010,2.0,2.0,1,0,0,0
19157,6.38583,2019,2.0,6.0,0,0,1,0
19158,7.08974,2016,1.0,12.0,0,0,1,0
19159,7.49692,2016,2.0,6.0,0,0,0,1
19160,6.43077,1982,2.0,6.0,0,0,1,0
19161,5.26538,1972,2.0,2.0,0,0,0,0
